# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  4 07:25:21 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_name:        Planet Name
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_bmasse:      Planet Mass or M*sin(i) [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
# COLUMN pl_publ_date:   Publication Date
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,st_dist,st_optmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_eqt,pl_insol,pl_bmasse,pl_rade,pl_disc,pl_pelink,pl_edelink,pl_publ_date,st_sp,st_spstr,st_lum
90,CoRoT-9,Transit,1,95.27380000,0.407000,0.110000,0.90000,460.00,13.690,5625.00,0.99,0.94,2014-05-14,CoRoT-9 b,,,266.97000,11.770,2009,http://exoplanet.eu/catalog/corot-9_b/,http://exoplanets.org/detail/CoRoT-9_b,2010-03,4.30,G3 V,
91,DENIS-P J082303.1-491201,Astrometry,1,246.36000000,0.360000,0.345000,,20.77,,,0.07,,2014-05-14,DENIS-P J082303.1-491201 b,,,9057.77000,,2013,,,2013-08,7.15,L1.5,
92,DH Tau,Imaging,1,,330.000000,,,140.00,,,0.33,0.27,2014-05-14,DH Tau b,,,3496.00000,,2004,http://exoplanet.eu/catalog/dh_tau_b/,,2005-02,6.05,M0.5,
93,DP Leo,Eclipse Timing Variations,1,10220.00000000,8.190000,0.390000,,,,,0.69,,2014-05-14,DP Leo b,,,1922.79000,,2009,http://exoplanet.eu/catalog/dp_leo_b/,,2010-01,,,
94,EPIC 211351816,Transit,1,8.40610000,,,0.02000,763.00,12.611,4790.00,1.16,4.20,2016-09-29,EPIC 211351816 b,,,349.61300,14.684,2016,,,,,,
95,EPIC 211391664,Transit,1,10.13675000,0.094300,0.000000,2.15000,435.00,12.166,6120.00,1.07,1.31,2016-09-29,EPIC 211391664 b,1102,,32.20000,4.300,2016,http://exoplanet.eu/catalog/epic_211391664_b/,,,3.80,F8 V,
96,EPIC 211822797,Transit,1,21.16961900,,0.180000,,181.50,15.256,3880.00,0.61,0.59,2016-12-21,EPIC 211822797 b,,,,2.200,2016,http://exoplanet.eu/catalog/epic_211822797_b/,,,,,-1.153
97,EPIC 211913977,Transit,1,14.67728600,,0.100000,,181.50,12.957,4819.00,0.80,0.73,2016-12-21,EPIC 211913977 b,,,,2.000,2016,http://exoplanet.eu/catalog/epic_211913977_b/,,,,,-0.595
98,EPIC 211969807,Transit,1,1.97419000,,0.180000,,181.50,15.149,3660.00,0.51,0.48,2016-12-21,EPIC 211969807 b,,,,1.900,2016,http://exoplanet.eu/catalog/epic_211969807_b/,,,,,-1.434
99,EPIC 211970147,Transit,1,9.91561500,,0.100000,,181.50,13.200,4695.00,0.77,0.71,2016-12-21,EPIC 211970147 b,,,,1.300,2016,http://exoplanet.eu/catalog/epic_211970147_b/,,,,,-0.657
100,EPIC 211990866,Transit,1,1.67391600,,0.240000,,181.50,10.651,6120.00,1.18,1.19,2016-12-21,EPIC 211990866 b,,,,3.500,2016,http://exoplanet.eu/catalog/epic_211990866_b/,,,,,0.250
101,EPIC 220674823,Transit,2,0.57130800,,0.000000,,253.00,12.102,5590.00,0.93,0.83,2017-01-26,EPIC 220674823 b,,,,1.460,2016,http://exoplanet.eu/catalog/epic_220674823_b/,,,4.50,G5,-0.119
102,EPIC 220674823,Transit,2,13.34124500,,0.000000,,253.00,12.102,5590.00,0.93,0.83,2017-01-26,EPIC 220674823 c,,,,2.530,2016,http://exoplanet.eu/catalog/epic_220674823_c/,,,4.50,G5,-0.119
103,FU Tau,Imaging,1,,800.000000,,,140.00,,2838.00,0.05,,2016-03-10,FU Tau b,2375,,5085.28000,,2008,http://exoplanet.eu/catalog/fu_tau_b/,,2009-02,6.72,M7.25,-0.699
104,Fomalhaut,Imaging,1,555530.00000000,160.000000,0.870000,,7.69,1.160,,2.00,,2015-11-19,Fomalhaut b,,,,,2008,http://exoplanet.eu/catalog/fomalhaut_b/,http://exoplanets.org/detail/Fomalhaut_b,2008-11,2.30,A3 V,
105,GJ 1132,Transit,1,1.62893000,,0.000000,6.00000,12.04,13.490,3270.00,0.18,0.21,2015-11-12,GJ 1132 b,409,,1.62000,1.160,2015,http://exoplanet.eu/catalog/gj_1132_b/,,2015-11,6.45,M4.5 V,-2.359
106,GJ 1214,Transit,1,1.58040456,0.014110,,1.49000,,15.100,3170.00,0.16,0.18,2015-12-03,GJ 1214 b,,,6.26125,2.847,2009,http://exoplanet.eu/catalog/gj_1214_b/,http://exoplanets.org/detail/GJ_1214_b,2009-12,6.45,M4.5,
107,GJ 15 A,Radial Velocity,1,11.44330000,0.071700,0.000000,,3.57,8.080,3567.00,0.38,0.39,2014-09-18,GJ 15 A b,,,5.35000,,2014,http://exoplanet.eu/catalog/gl_15_a_b/,http://exoplanets.org/detail/GJ_15_A_b,2014-10,6.20,M2 V,-1.663
108,GJ 163,Radial Velocity,3,8.63182000,0.060700,0.073000,,14.97,11.810,3500.00,0.40,,2017-01-26,GJ 163 b,,,10.60000,,2013,http://exoplanet.eu/catalog/gj_163_b/,http://exoplanets.org/detail/GJ_163_b,2013-08,6.35,M3.5 V,-1.708
109,GJ 163,Radial Velocity,3,25.63058000,0.125400,0.099000,,14.97,11.810,3500.00,0.40,,2017-01-26,GJ 163 c,,,6.80000,,2013,http://exoplanet.eu/catalog/gj_163_c/,http://exoplanets.org/detail/GJ_163_c,2013-08,6.35,M3.5 V,-1.708
110,GJ 163,Radial Velocity,3,603.95116000,1.030400,0.373000,,14.97,11.810,3500.00,0.40,,2017-01-26,GJ 163 d,,,29.40000,,2013,http://exoplanet.eu/catalog/gj_163_d/,http://exoplanets.org/detail/GJ_163_d,2013-08,6.35,M3.5 V,-1.708
111,GJ 179,Radial Velocity,1,2288.00000000,2.410000,0.210000,,12.12,12.000,3370.00,0.36,0.38,2014-05-14,GJ 179 b,,,260.61000,,2009,http://exoplanet.eu/catalog/gl_179_b/,http://exoplanets.org/detail/GJ_179_b,2010-10,6.35,M3.5 V,-1.796
112,GJ 3021,Radial Velocity,1,133.71000000,0.490000,0.511000,,17.62,6.590,5540.00,0.90,0.90,2014-05-14,GJ 3021 b,350,,1071.04000,,2000,http://exoplanet.eu/catalog/gj_3021_b/,http://exoplanets.org/detail/HD_1237_b,2001-08,4.60,G6 V,-0.180
113,GJ 317,Radial Velocity,1,692.00000000,1.150000,0.110000,,15.10,11.970,3510.00,0.42,,2014-08-27,GJ 317 b,,,794.50000,,2007,http://exoplanet.eu/catalog/gj_317_b/,http://exoplanets.org/detail/GJ_317_b,2007-11,6.25,M2.5 V,
114,GJ 328,Radial Velocity,1,4100.00000000,4.500000,0.370000,,20.03,9.970,3900.00,0.69,,2014-05-14,GJ 328 b,,,731.00000,,2013,http://exoplanet.eu/catalog/gj_328_b/,http://exoplanets.org/detail/GJ_328_b,2013-09,6.10,M1,
115,GJ 3293,Radial Velocity,2,30.60000000,0.143400,0.070000,,,11.962,3466.00,0.42,0.40,2014-12-03,GJ 3293 b,,,25.72000,,2015,http://exoplanet.eu/catalog/gj_3293_b/,http://exoplanets.org/detail/GJ_3293_b,2015-03,6.25,M2.5,-1.658
116,GJ 3293,Radial Velocity,2,123.75000000,0.364000,0.330000,,,11.962,3466.00,0.42,0.40,2014-12-03,GJ 3293 c,,,25.72000,,2015,http://exoplanet.eu/catalog/gj_3293_d/,http://exoplanets.org/detail/GJ_3293_c,2015-03,6.25,M2.5,-1.658
117,GJ 3341,Radial Velocity,1,14.20700000,0.089000,0.310000,,,12.080,3526.00,0.47,0.44,2014-12-03,GJ 3341 b,,,6.60000,,2015,http://exoplanet.eu/catalog/gj_3341_b/,http://exoplanets.org/detail/GJ_3341_b,2015-03,6.25,M2.5,-1.538
118,GJ 3470,Radial Velocity,1,3.33664870,0.031000,0.017000,1.18000,25.20,12.330,3652.00,0.51,0.48,2014-07-23,GJ 3470 b,604,,13.73000,3.880,2012,http://exoplanet.eu/catalog/gj_3470_b/,http://exoplanets.org/detail/GJ_3470_b,2012-10,6.15,M1.5,
119,GJ 3634,Radial Velocity,1,2.64561000,0.028700,0.080000,,19.80,11.930,,0.45,0.43,2014-08-21,GJ 3634 b,,,8.40000,,2010,http://exoplanet.eu/catalog/gj_3634_b/,http://exoplanets.org/detail/GJ_3634_b,2011-04,6.25,M2.5,-1.699
120,GJ 3998,Radial Velocity,2,2.64977000,0.029000,0.000000,,17.79,10.830,3722.00,0.50,0.49,2016-07-28,GJ 3998 b,,,2.47000,,2016,http://exoplanet.eu/catalog/gj_3998_b/,,,6.10,M1,-1.387
121,GJ 3998,Radial Velocity,2,13.74000000,0.089000,0.049000,,17.79,10.830,3722.00,0.50,0.49,2016-07-28,GJ 3998 c,,,6.26000,,2016,http://exoplanet.eu/catalog/gj_3998_c/,,,6.10,M1,-1.387
122,GJ 433,Radial Velocity,1,7.37090000,0.058000,0.080000,,9.04,9.806,3600.00,0.48,,2014-05-14,GJ 433 b,,,5.79000,,2011,http://exoplanet.eu/catalog/gj_433_b/,http://exoplanets.org/detail/GJ_433_b,2013-01,6.15,M1.5,-1.469
123,GJ 436,Radial Velocity,1,2.64388312,0.029100,0.138270,1.80000,10.23,10.670,,0.47,0.46,2015-02-05,GJ 436 b,,,22.10000,4.170,2004,http://exoplanet.eu/catalog/gj_436_b/,http://exoplanets.org/detail/GJ_436_b,2004-12,6.25,M2.5 V,
124,GJ 504,Imaging,1,,43.500000,,,17.95,5.220,6234.00,1.22,,2014-05-14,GJ 504 b,510,,1271.30000,,2013,http://exoplanet.eu/catalog/gj_504_b/,http://exoplanets.org/detail/GJ_504_b,2013-09,4.00,G0 V,0.332
125,GJ 536,Radial Velocity,1,8.70760000,0.066610,0.080000,,10.03,9.720,3685.00,0.52,0.50,2016-11-17,GJ 536 b,,,5.36000,,2016,http://exoplanet.eu/catalog/gj_536/,,,6.10,M1 V,-1.377
126,GJ 581,Radial Velocity,3,5.36860000,0.040610,0.000000,,6.27,10.560,,0.31,0.29,2014-07-09,GJ 581 b,,,15.80000,,2005,http://exoplanet.eu/catalog/gl_581_b/,http://exoplanets.org/detail/GJ_581_b,2005-12,6.30,M3 V,-1.886
127,GJ 581,Radial Velocity,3,12.91400000,0.072100,0.000000,,6.27,10.560,,0.31,0.29,2014-07-09,GJ 581 c,,,5.50000,,2007,http://exoplanet.eu/catalog/gl_581_c/,http://exoplanets.org/detail/GJ_581_c,2005-12,6.30,M3 V,-1.886
128,GJ 581,Radial Velocity,3,3.14900000,0.028150,0.000000,,6.27,10.560,,0.31,0.29,2014-07-09,GJ 581 e,,,1.70000,,2009,http://exoplanet.eu/catalog/gl_581_e/,http://exoplanets.org/detail/GJ_581_e,2005-12,6.30,M3 V,-1.886
129,GJ 649,Radial Velocity,1,598.30000000,1.135000,0.300000,,10.32,9.690,3700.00,0.54,,2014-05-14,GJ 649 b,,,104.24400,,2009,http://exoplanet.eu/catalog/gl_649_b/,http://exoplanets.org/detail/GJ_649_b,2010-02,6.05,M0.5,
130,GJ 667 C,Radial Velocity,5,7.20040000,0.050500,0.130000,,6.80,10.220,3350.00,0.33,,2014-05-14,GJ 667 C b,,,5.60000,,2011,http://exoplanet.eu/catalog/gj_667c_b/,http://exoplanets.org/detail/GJ_667_C_b,2013-01,6.15,M1.5 V,-1.863
131,GJ 667 C,Radial Velocity,5,28.14000000,0.125000,0.020000,,6.80,10.220,3350.00,0.33,,2014-05-14,GJ 667 C c,,,3.80000,,2011,http://exoplanet.eu/catalog/gj_667c_c/,http://exoplanets.org/detail/GJ_667_C_c,2013-01,6.15,M1.5 V,-1.863
132,GJ 667 C,Radial Velocity,5,62.24000000,0.213000,0.020000,,6.80,10.220,3350.00,0.33,,2014-05-14,GJ 667 C e,,,2.70000,,2013,http://exoplanet.eu/catalog/gj_667c_e/,,2013-08,6.15,M1.5 V,-1.863
133,GJ 667 C,Radial Velocity,5,39.02600000,0.156000,0.030000,,6.80,10.220,3350.00,0.33,,2014-05-14,GJ 667 C f,,,2.70000,,2013,http://exoplanet.eu/catalog/gj_667c_f/,,2013-08,6.15,M1.5 V,-1.863
134,GJ 667 C,Radial Velocity,5,256.20000000,0.549000,0.080000,,6.80,10.220,3350.00,0.33,,2014-05-14,GJ 667 C g,,,4.60000,,2013,http://exoplanet.eu/catalog/gj_667c_g/,,2013-08,6.15,M1.5 V,-1.863
135,GJ 674,Radial Velocity,1,4.69380000,0.039000,0.200000,,4.54,9.370,3600.00,0.35,,2014-05-14,GJ 674 b,,,11.09000,,2007,http://exoplanet.eu/catalog/gj_674_b/,http://exoplanets.org/detail/GJ_674_b,2007-10,6.25,M2.5,-1.796
136,GJ 676 A,Radial Velocity,4,1051.10000000,1.812000,0.323000,,16.90,9.580,,0.71,,2016-09-29,GJ 676 A b,,,2129.46100,,2010,http://exoplanet.eu/catalog/gj_676_a_b/,http://exoplanets.org/detail/GJ_676_A_b,2011-02,6.00,M0 V,
137,GJ 676 A,Radial Velocity,4,7337.00000000,6.600000,,,16.90,9.580,,0.71,,2016-09-29,GJ 676 A c,,,2161.24400,,2016,http://exoplanet.eu/catalog/gj_676_a_c/,,,6.00,M0 V,
138,GJ 676 A,Radial Velocity,4,3.60050000,,0.262000,,16.90,9.580,,0.71,,2016-09-29,GJ 676 A d,,,4.40000,,2012,http://exoplanet.eu/catalog/gj_676_a_d/,,2012-12,6.00,M0 V,
139,GJ 676 A,Radial Velocity,4,35.39000000,,0.125000,,16.90,9.580,,0.71,,2016-09-29,GJ 676 A e,,,8.10000,,2012,http://exoplanet.eu/catalog/gj_676_a_e/,,2012-12,6.00,M0 V,
140,GJ 687,Radial Velocity,1,38.14000000,0.163530,0.040000,,4.53,9.150,3413.00,0.41,0.42,2014-05-28,GJ 687 b,,,18.39400,,2014,http://exoplanet.eu/catalog/gl_687_b/,,2014-07,6.30,M3 V,-1.672
141,GJ 832,Radial Velocity,2,3657.00000000,3.560000,0.080000,,4.94,8.660,3472.00,0.45,,2014-06-25,GJ 832 b,,,216.00000,,2008,http://exoplanet.eu/catalog/gj_832_b/,http://exoplanets.org/detail/GJ_832_b,2009-01,6.15,M1.5,-1.585
142,GJ 832,Radial Velocity,2,35.68000000,0.163000,0.180000,,4.94,8.660,3472.00,0.45,,2014-06-25,GJ 832 c,,,5.40000,,2014,http://exoplanet.eu/catalog/gj_832_c/,,2014-08,6.15,M1.5,-1.585
143,GJ 849,Radial Velocity,1,1845.00000000,2.320000,0.050000,,8.77,10.370,,0.49,,2014-08-27,GJ 849 b,,,289.21000,,2006,http://exoplanet.eu/catalog/gj_849_b/,http://exoplanets.org/detail/GJ_849_b,2006-12,6.30,M3 V,-1.553
144,GJ 86,Radial Velocity,1,15.76491000,0.113000,0.041600,,10.91,6.120,5151.00,0.77,,2014-05-14,GJ 86 b,,,1242.66000,,1999,http://exoplanet.eu/catalog/gl_86_b/,http://exoplanets.org/detail/GJ_86_b,2000-02,5.10,K1 V,
145,GJ 876,Radial Velocity,4,61.11660000,0.208317,0.032400,,4.70,10.191,,0.33,,2014-08-27,GJ 876 b,,,723.22350,,1998,http://exoplanet.eu/catalog/gliese_876_b/,http://exoplanets.org/detail/GJ_876_b,1998-10,6.40,M4,-1.886
146,GJ 876,Radial Velocity,4,30.08810000,0.129590,0.255910,,4.70,10.191,,0.33,,2014-08-27,GJ 876 c,,,226.98460,,2000,http://exoplanet.eu/catalog/gliese_876_c/,http://exoplanets.org/detail/GJ_876_c,2001-07,6.40,M4,-1.886
147,GJ 876,Radial Velocity,4,1.93778000,0.020807,0.207000,,4.70,10.191,,0.33,,2014-08-27,GJ 876 d,,,6.83000,,2005,http://exoplanet.eu/catalog/gliese_876_d/,http://exoplanets.org/detail/GJ_876_d,2005-11,6.40,M4,-1.886
148,GJ 876,Radial Velocity,4,124.26000000,0.334300,0.055000,,4.70,10.191,,0.33,,2014-08-27,GJ 876 e,,,14.60000,,2010,http://exoplanet.eu/catalog/gliese_876_e/,http://exoplanets.org/detail/GJ_876_e,2010-08,6.40,M4,-1.886
149,GQ Lup,Imaging,1,,100.000000,,,139.00,12.430,,0.70,,2014-05-14,GQ Lup b,2650,,6356.00000,33.600,2004,http://exoplanet.eu/catalog/gq_lup_b/,,2005-05,5.70,K7e V,
150,GSC 06214-00210,Imaging,1,,320.000000,,,145.00,12.375,4200.00,0.90,,2015-04-01,GSC 06214-00210 b,2300,,5000.00000,,2010,http://exoplanet.eu/catalog/gsc_6214-210_b/,,2011-01,5.70,K7,-0.420
151,GU Psc,Imaging,1,,2000.000000,,,48.00,13.550,,0.33,,2014-05-14,GU Psc b,1050,,3591.30000,14.179,2014,http://exoplanet.eu/catalog/gu_psc_b/,,2014-05,6.30,M3,
152,HAT-P-1,Transit,1,4.46529976,0.055610,,0.28200,139.00,10.340,5980.00,1.15,1.17,2015-09-10,HAT-P-1 b,1322,,166.86075,14.785,2006,http://exoplanet.eu/catalog/hat-p-1_b/,http://exoplanets.org/detail/HAT-P-1_b,2007-02,4.00,G0 V,
153,HAT-P-11,Transit,1,4.88781620,0.053000,0.198000,1.33000,38.00,9.472,4780.00,0.81,0.75,2014-05-14,HAT-P-11 b,878,,25.74300,4.730,2008,http://exoplanet.eu/catalog/hat-p-11_b/,http://exoplanets.org/detail/HAT-P-11_b,2010-02,5.40,K4,-0.585
154,HAT-P-12,Transit,1,3.21305980,0.038400,0.000000,0.31920,142.50,12.840,4650.00,0.73,0.70,2014-05-14,HAT-P-12 b,963,,67.05900,10.749,2009,http://exoplanet.eu/catalog/hat-p-12_b/,http://exoplanets.org/detail/HAT-P-12_b,2009-11,5.40,K4,-0.678
155,HAT-P-13,Transit,2,2.91625000,,0.013300,,214.00,10.622,5653.00,1.22,1.56,2014-10-15,HAT-P-13 b,,,270.46200,14.258,2009,http://exoplanet.eu/catalog/hat-p-13_b/,http://exoplanets.org/detail/HAT-P-13_b,2009-12,4.40,G4,0.346
156,HAT-P-13,Radial Velocity,2,446.27000000,,0.661600,,214.00,10.622,5653.00,1.22,1.56,2014-05-16,HAT-P-13 c,,,4538.42100,,2009,http://exoplanet.eu/catalog/hat-p-13_c/,http://exoplanets.org/detail/HAT-P-13_c,2009-12,4.40,G4,0.346
157,HAT-P-14,Transit,1,4.62766900,0.060600,0.107000,1.82000,205.00,9.980,6600.00,1.39,1.47,2014-05-14,HAT-P-14 b,1570,,709.36700,12.890,2010,http://exoplanet.eu/catalog/hat-p-14_b/,http://exoplanets.org/detail/HAT-P-14_b,2010-05,3.00,F,0.563
158,HAT-P-15,Transit,1,10.86350200,0.096400,0.190000,1.96000,190.00,12.160,5568.00,1.01,1.08,2014-05-14,HAT-P-15 b,904,,618.47100,12.016,2010,http://exoplanet.eu/catalog/hat-p-15_b/,http://exoplanets.org/detail/HAT-P-15_b,2010-12,4.50,G5,0.000
159,HAT-P-16,Transit,1,2.77596000,0.041300,0.036000,2.42000,235.00,10.812,6158.00,1.22,1.24,2014-05-14,HAT-P-16 b,1626,,1332.60500,14.448,2010,http://exoplanet.eu/catalog/hat-p-16_b/,http://exoplanets.org/detail/HAT-P-16_b,2010-09,3.80,F8,0.294
160,HAT-P-17,Transit,2,10.33852300,0.088200,0.342000,0.64000,90.00,10.540,5246.00,0.86,0.84,2014-05-14,HAT-P-17 b,792,,169.71000,11.321,2010,http://exoplanet.eu/catalog/hat-p-17_b/,http://exoplanets.org/detail/HAT-P-17_b,2012-04,5.00,K,-0.319
161,HAT-P-17,Radial Velocity,2,5584.00000000,5.600000,0.390000,,90.00,10.540,5246.00,0.86,0.84,2014-05-14,HAT-P-17 c,,,1080.60000,,2010,http://exoplanet.eu/catalog/hat-p-17_c/,,2012-04,5.00,K,-0.319
162,HAT-P-18,Transit,1,5.50802300,0.055900,0.084000,0.25000,166.00,12.759,4803.00,0.77,0.75,2014-05-14,HAT-P-18 b,852,,62.61000,11.153,2010,http://exoplanet.eu/catalog/hat-p-18_b/,http://exoplanets.org/detail/HAT-P-18_b,2011-01,5.20,K2,-0.569
163,HAT-P-19,Transit,1,4.00877800,0.046600,0.067000,0.25000,215.00,12.901,4990.00,0.84,0.82,2014-05-14,HAT-P-19 b,1010,,92.80200,12.689,2010,http://exoplanet.eu/catalog/hat-p-19_b/,http://exoplanets.org/detail/HAT-P-19_b,2011-01,5.10,K1,-0.432
164,HAT-P-2,Transit,1,5.63347290,0.068780,0.517100,7.29000,135.32,,6290.00,1.36,1.64,2014-05-14,HAT-P-2 b,1540,,2888.95000,12.969,2007,http://exoplanet.eu/catalog/hat-p-2_b/,http://exoplanets.org/detail/HAT-P-2_b,2007-11,3.80,F8,0.577
165,HAT-P-20,Transit,1,2.87531700,0.036100,0.015000,13.78000,70.00,11.339,4595.00,0.76,0.69,2014-05-14,HAT-P-20 b,970,,2302.89900,9.718,2010,http://exoplanet.eu/catalog/hat-p-20_b/,http://exoplanets.org/detail/HAT-P-20_b,2011-12,5.30,K3,-0.721
166,HAT-P-21,Transit,1,4.12448100,0.049400,0.228000,4.68000,254.00,11.685,5588.00,0.95,1.10,2014-05-14,HAT-P-21 b,1283,,1291.28900,11.478,2010,http://exoplanet.eu/catalog/hat-p-21_b/,http://exoplanets.org/detail/HAT-P-21_b,2011-12,4.30,G3,0.025
167,HAT-P-22,Transit,1,3.21222000,0.041400,0.016000,2.11000,82.00,9.732,5302.00,0.92,1.04,2014-05-14,HAT-P-22 b,1283,,682.35200,12.106,2010,http://exoplanet.eu/catalog/hat-p-22_b/,http://exoplanets.org/detail/HAT-P-22_b,2011-12,4.50,G5,-0.114
168,HAT-P-23,Transit,1,1.21288287,0.023020,0.000000,1.40600,393.00,,5885.00,1.10,1.09,2015-03-26,HAT-P-23 b,1951,,658.00000,13.720,2010,http://exoplanet.eu/catalog/hat-p-23_b/,http://exoplanets.org/detail/HAT-P-23_b,2011-12,4.00,G0,
169,HAT-P-24,Transit,1,3.35524000,0.046500,0.067000,0.44000,396.00,11.818,6373.00,1.19,1.32,2014-05-14,HAT-P-24 b,1637,,217.70400,13.922,2010,http://exoplanet.eu/catalog/hat-p-24_b/,http://exoplanets.org/detail/HAT-P-24_b,2010-12,3.80,F8,0.408
170,HAT-P-25,Transit,1,3.65283600,0.046600,0.032000,0.42000,297.00,13.190,5500.00,1.01,0.96,2014-05-14,HAT-P-25 b,1202,,180.20200,13.339,2010,http://exoplanet.eu/catalog/hat-p-25_b/,http://exoplanets.org/detail/HAT-P-25_b,2012-01,4.50,G5,-0.125
171,HAT-P-26,Transit,1,4.23451600,0.047900,0.124000,0.40000,134.00,11.744,5079.00,0.82,0.79,2014-05-14,HAT-P-26 b,1001,,18.75100,6.333,2010,http://exoplanet.eu/catalog/hat-p-26_b/,http://exoplanets.org/detail/HAT-P-26_b,2011-02,5.10,K1,-0.420
172,HAT-P-27,Transit,1,3.03957700,0.040000,0.000000,,204.00,,5300.00,0.94,0.90,2014-05-14,HAT-P-27 b,,,197.05000,11.430,2011,http://exoplanet.eu/catalog/hat-p-27-wasp-40_b/,http://exoplanets.org/detail/HAT-P-27_b,2011-06,4.80,G8,-0.244
173,HAT-P-28,Transit,1,3.25721500,0.043400,0.051000,0.44000,395.00,13.030,5680.00,1.02,1.10,2014-05-14,HAT-P-28 b,1384,,198.95300,13.585,2011,http://exoplanet.eu/catalog/hat-p-28_b/,http://exoplanets.org/detail/HAT-P-28_b,2011-06,4.30,G3,0.053
174,HAT-P-29,Transit,1,5.72318600,0.066700,0.095000,0.71000,322.00,11.900,6087.00,1.21,1.22,2014-05-14,HAT-P-29 b,1260,,247.26100,12.408,2011,http://exoplanet.eu/catalog/hat-p-29_b/,http://exoplanets.org/detail/HAT-P-29_b,2011-06,3.80,F8,0.265
175,HAT-P-3,Transit,1,2.89973600,0.038660,0.000000,1.29000,138.00,11.577,5185.00,0.92,0.80,2014-05-14,HAT-P-3 b,,,187.83000,9.270,2007,http://exoplanet.eu/catalog/hat-p-3_b/,http://exoplanets.org/detail/HAT-P-3_b,2007-09,5.00,K,-0.362
176,HAT-P-30,Transit,1,2.81059500,0.041900,0.035000,0.37000,193.00,10.419,6304.00,1.24,1.22,2014-05-14,HAT-P-30 b,1630,,225.96800,15.020,2011,http://exoplanet.eu/catalog/hat-p-30-wasp-51_b/,http://exoplanets.org/detail/HAT-P-30_b,2011-07,,,0.312
177,HAT-P-31,Transit,1,5.00542500,0.055000,0.245000,2.18000,354.00,11.660,6065.00,1.22,1.36,2014-05-14,HAT-P-31 b,1450,,689.98000,11.990,2011,http://exoplanet.eu/catalog/hat-p-31_b/,http://exoplanets.org/detail/HAT-P-31_b,2011-09,,,0.348
178,HAT-P-32,Transit,1,2.15000805,0.034300,0.007200,,283.00,11.289,6269.00,,1.22,2014-10-15,HAT-P-32 b,,,,20.053,2011,http://exoplanet.eu/catalog/hat-p-32_b/,http://exoplanets.org/detail/HAT-P-32_b,2011-11,,,
179,HAT-P-33,Transit,1,3.47447400,0.049900,0.000000,0.20000,387.00,11.188,6446.00,1.38,1.64,2014-05-14,HAT-P-33 b,1782,,242.17600,18.898,2011,http://exoplanet.eu/catalog/hat-p-33_b/,http://exoplanets.org/detail/HAT-P-33_b,2011-11,,,0.618
180,HAT-P-34,Transit,1,5.45265400,0.067700,0.441000,2.40000,257.00,,6442.00,1.39,1.53,2014-05-14,HAT-P-34 b,1520,,1057.69400,13.417,2011,http://exoplanet.eu/catalog/hat-p-34_b/,http://exoplanets.org/detail/HAT-P-34_b,2012-07,,,0.560
181,HAT-P-35,Transit,1,3.64670600,0.049800,0.025000,0.55000,535.00,12.460,6096.00,1.24,1.44,2014-05-14,HAT-P-35 b,1581,,334.97900,14.930,2011,http://exoplanet.eu/catalog/hat-p-35_b/,http://exoplanets.org/detail/HAT-P-35_b,2012-07,,,0.407
182,HAT-P-36,Transit,1,1.32734700,0.023800,0.063000,1.12000,317.00,12.262,5560.00,1.02,1.10,2014-05-14,HAT-P-36 b,1823,,582.24000,14.168,2011,http://exoplanet.eu/catalog/hat-p-36_b/,http://exoplanets.org/detail/HAT-P-36_b,2012-07,,,0.013
183,HAT-P-37,Transit,1,2.79743600,0.037900,0.058000,0.89000,411.00,13.230,5500.00,0.93,0.88,2014-05-14,HAT-P-37 b,1271,,371.52800,13.204,2011,http://exoplanet.eu/catalog/hat-p-37_b/,http://exoplanets.org/detail/HAT-P-37_b,2012-07,,,-0.208
184,HAT-P-38,Transit,1,4.64038200,0.052300,0.067000,0.59000,249.00,12.557,5330.00,0.89,0.92,2014-05-14,HAT-P-38 b,1082,,84.85700,9.247,2012,http://exoplanet.eu/catalog/hat-p-38_b/,http://exoplanets.org/detail/HAT-P-38_b,2012-10,,,-0.208
